time,load_shortfall_3h
2018-01-27 15:00:00,11027.801
2018-01-27 18:00:00,9629.751
2018-01-27 21:00:00,11326.6875
2018-01-28 00:00:00,9926.492
2018-01-28 03:00:00,7402.023
2018-01-28 06:00:00,5697.4746
2018-01-28 09:00:00,6099.768
2018-01-28 12:00:00,8396.778
2018-01-28 15:00:00,7872.94
2018-01-28 18:00:00,7116.4375
2018-01-28 21:00:00,9747.072
2018-01-29 00:00:00,12793.558
2018-01-29 03:00:00,10710.947
2018-01-29 06:00:00,9592.934
2018-01-29 09:00:00,15509.508
2018-01-29 12:00:00,18281.072
2018-01-29 15:00:00,17638.248
2018-01-29 18:00:00,15649.489
2018-01-29 21:00:00,17828.154
2018-01-30 00:00:00,16088.492
2018-01-30 03:00:00,11680.497
2018-01-30 06:00:00,9403.04
2018-01-30 09:00:00,15846.747
2018-01-30 12:00:00,17609.168
2018-01-30 15:00:00,17516.635
2018-01-30 18:00:00,16147.59
2018-01-30 21:00:00,18459.04
2018-01-31 00:00:00,16367.596
2018-01-31 03:00:00,11550.168
2018-01-31 06:00:00,8343.846
2018-01-31 09:00:00,16165.391
2018-01-31 12:00:00,17872.338
2018-01-31 15:00:00,16526.309
2018-01-31 18:00:00,14970.829
2018-01-31 21:00:00,17161.115
2018-02-01 00:00:00,15731.202
2018-02-01 03:00:00,11181.522
2018-02-01 06:00:00,8254.697
2018-02-01 09:00:00,13880.624
2018-02-01 12:00:00,15101.327
2018-02-01 15:00:00,13365.002
2018-02-01 18:00:00,14517.78
2018-02-01 21:00:00,16257.757
2018-02-02 00:00:00,11898.883
2018-02-02 03:00:00,3632.5122
2018-02-02 06:00:00,4192.9824
2018-02-02 09:00:00,8714.496
2018-02-02 12:00:00,10444.009
2018-02-02 15:00:00,10095.435
2018-02-02 18:00:00,5082.424
2018-02-02 21:00:00,9532.202
2018-02-03 00:00:00,7376.769
2018-02-03 03:00:00,2719.6753
2018-02-03 06:00:00,3881.7893
2018-02-03 09:00:00,4571.4214
2018-02-03 12:00:00,5199.0347
2018-02-03 15:00:00,6425.1997
2018-02-03 18:00:00,6902.66
2018-02-03 21:00:00,5316.5566
2018-02-04 00:00:00,10098.561
2018-02-04 03:00:00,6312.983
2018-02-04 06:00:00,2999.2278
2018-02-04 09:00:00,5187.999
2018-02-04 12:00:00,6795.461
2018-02-04 15:00:00,7594.4316
2018-02-04 18:00:00,7508.1562
2018-02-04 21:00:00,3790.4863
2018-02-05 00:00:00,8940.941
2018-02-05 03:00:00,8783.476
2018-02-05 06:00:00,7595.5693
2018-02-05 09:00:00,9439.808
2018-02-05 12:00:00,11647.503
2018-02-05 15:00:00,12826.673
2018-02-05 18:00:00,10740.409
2018-02-05 21:00:00,10755.482
2018-02-06 00:00:00,12396.543
2018-02-06 03:00:00,10958.74
2018-02-06 06:00:00,8974.528
2018-02-06 09:00:00,12545.747
2018-02-06 12:00:00,17023.549
2018-02-06 15:00:00,16968.05
2018-02-06 18:00:00,15439.13
2018-02-06 21:00:00,15260.996
2018-02-07 00:00:00,13752.083
2018-02-07 03:00:00,13058.243
2018-02-07 06:00:00,10036.676
2018-02-07 09:00:00,13983.342
2018-02-07 12:00:00,14654.311
2018-02-07 15:00:00,13066.66
2018-02-07 18:00:00,13137.505
2018-02-07 21:00:00,14051.018
2018-02-08 00:00:00,15626.964
2018-02-08 03:00:00,11712.756
2018-02-08 06:00:00,10856.722
2018-02-08 09:00:00,12501.52
2018-02-08 12:00:00,13345.3955
2018-02-08 15:00:00,13986.873
2018-02-08 18:00:00,13206.588
2018-02-08 21:00:00,16534.229
2018-02-09 00:00:00,18322.771
2018-02-09 03:00:00,14190.984
2018-02-09 06:00:00,12464.969
2018-02-09 09:00:00,14958.862
2018-02-09 12:00:00,13706.96
2018-02-09 15:00:00,15009.502
2018-02-09 18:00:00,13045.877
2018-02-09 21:00:00,14545.05
2018-02-10 00:00:00,14254.297
2018-02-10 03:00:00,11526.785
2018-02-10 06:00:00,10715.439
2018-02-10 09:00:00,10531.536
2018-02-10 12:00:00,14542.323
2018-02-10 15:00:00,12747.468
2018-02-10 18:00:00,13499.008
2018-02-10 21:00:00,14520.301
2018-02-11 00:00:00,15332.312
2018-02-11 03:00:00,9254.006
2018-02-11 06:00:00,7954.086
2018-02-11 09:00:00,12811.409
2018-02-11 12:00:00,12822.262
2018-02-11 15:00:00,13122.33
2018-02-11 18:00:00,11919.115
2018-02-11 21:00:00,13739.454
2018-02-12 00:00:00,12898.518
2018-02-12 03:00:00,9787.34
2018-02-12 06:00:00,8321.594
2018-02-12 09:00:00,14762.145
2018-02-12 12:00:00,16005.602
2018-02-12 15:00:00,16411.156
2018-02-12 18:00:00,14126.965
2018-02-12 21:00:00,17965.89
2018-02-13 00:00:00,15265.172
2018-02-13 03:00:00,6923.184
2018-02-13 06:00:00,7151.462
2018-02-13 09:00:00,10310.021
2018-02-13 12:00:00,10561.094
2018-02-13 15:00:00,11318.885
2018-02-13 18:00:00,9521.783
2018-02-13 21:00:00,10182.211
2018-02-14 00:00:00,14213.88
2018-02-14 03:00:00,6594.069
2018-02-14 06:00:00,4229.6426
2018-02-14 09:00:00,12792.216
2018-02-14 12:00:00,12051.929
2018-02-14 15:00:00,13225.363
2018-02-14 18:00:00,12089.259
2018-02-14 21:00:00,14442.458
2018-02-15 00:00:00,15308.997
2018-02-15 03:00:00,9144.368
2018-02-15 06:00:00,6219.0444
2018-02-15 09:00:00,14137.741
2018-02-15 12:00:00,17054.512
2018-02-15 15:00:00,14120.3545
2018-02-15 18:00:00,13116.386
2018-02-15 21:00:00,15688.023
2018-02-16 00:00:00,15148.266
2018-02-16 03:00:00,9360.887
2018-02-16 06:00:00,9162.395
2018-02-16 09:00:00,16205.593
2018-02-16 12:00:00,16003.781
2018-02-16 15:00:00,14363.707
2018-02-16 18:00:00,13569.87
2018-02-16 21:00:00,16407.486
2018-02-17 00:00:00,15788.684
2018-02-17 03:00:00,9785.627
2018-02-17 06:00:00,6270.7847
2018-02-17 09:00:00,9526.651
2018-02-17 12:00:00,13447.188
2018-02-17 15:00:00,9980.062
2018-02-17 18:00:00,10001.939
2018-02-17 21:00:00,14459.276
2018-02-18 00:00:00,8975.777
2018-02-18 03:00:00,7893.711
2018-02-18 06:00:00,4389.486
2018-02-18 09:00:00,4912.3667
2018-02-18 12:00:00,8185.042
2018-02-18 15:00:00,8200.972
2018-02-18 18:00:00,7992.8657
2018-02-18 21:00:00,9813.11
2018-02-19 00:00:00,12596.213
2018-02-19 03:00:00,8575.431
2018-02-19 06:00:00,8723.994
2018-02-19 09:00:00,12669.486
2018-02-19 12:00:00,13325.6045
2018-02-19 15:00:00,11312.874
2018-02-19 18:00:00,10744.748
2018-02-19 21:00:00,10689.333
2018-02-20 00:00:00,12373.6875
2018-02-20 03:00:00,6735.611
2018-02-20 06:00:00,5457.936
2018-02-20 09:00:00,9491.563
2018-02-20 12:00:00,12147.561
2018-02-20 15:00:00,9245.333
2018-02-20 18:00:00,10896.151
2018-02-20 21:00:00,9575.931
2018-02-21 00:00:00,10064.685
2018-02-21 03:00:00,5994.702
2018-02-21 06:00:00,2708.2847
2018-02-21 09:00:00,5805.9116
2018-02-21 12:00:00,8765.412
2018-02-21 15:00:00,10136.39
2018-02-21 18:00:00,12713.345
2018-02-21 21:00:00,15418.613
2018-02-22 00:00:00,15382.028
2018-02-22 03:00:00,10080.759
2018-02-22 06:00:00,9597.222
2018-02-22 09:00:00,11240.103
2018-02-22 12:00:00,12142.315
2018-02-22 15:00:00,15139.375
2018-02-22 18:00:00,12206.893
2018-02-22 21:00:00,14557.318
2018-02-23 00:00:00,11975.146
2018-02-23 03:00:00,10536.378
2018-02-23 06:00:00,7463.6685
2018-02-23 09:00:00,14710.826
2018-02-23 12:00:00,14529.634
2018-02-23 15:00:00,12066.631
2018-02-23 18:00:00,12244.576
2018-02-23 21:00:00,14538.9
2018-02-24 00:00:00,15073.057
2018-02-24 03:00:00,12815.021
2018-02-24 06:00:00,10453.6045
2018-02-24 09:00:00,10986.411
2018-02-24 12:00:00,12336.431
2018-02-24 15:00:00,11237.3
2018-02-24 18:00:00,11369.556
2018-02-24 21:00:00,14259.054
2018-02-25 00:00:00,12176.206
2018-02-25 03:00:00,7657.5264
2018-02-25 06:00:00,6350.8853
2018-02-25 09:00:00,6336.036
2018-02-25 12:00:00,9654.368
2018-02-25 15:00:00,5944.4863
2018-02-25 18:00:00,4947.596
2018-02-25 21:00:00,9161.839
2018-02-26 00:00:00,11654.603
2018-02-26 03:00:00,7600.495
2018-02-26 06:00:00,7851.185
2018-02-26 09:00:00,11594.251
2018-02-26 12:00:00,11500.462
2018-02-26 15:00:00,9493.99
2018-02-26 18:00:00,10099.88
2018-02-26 21:00:00,15007.099
2018-02-27 00:00:00,13595.712
2018-02-27 03:00:00,4651.089
2018-02-27 06:00:00,4372.085
2018-02-27 09:00:00,11721.367
2018-02-27 12:00:00,14460.2295
2018-02-27 15:00:00,13259.223
2018-02-27 18:00:00,12868.482
2018-02-27 21:00:00,12976.522
2018-02-28 00:00:00,14267.681
2018-02-28 03:00:00,8921.271
2018-02-28 06:00:00,7387.5947
2018-02-28 09:00:00,11356.127
2018-02-28 12:00:00,13372.1
2018-02-28 15:00:00,8844.177
2018-02-28 18:00:00,7355.043
2018-02-28 21:00:00,9927.733
2018-03-01 00:00:00,11012.602
2018-03-01 03:00:00,5949.2246
2018-03-01 06:00:00,2865.765
2018-03-01 09:00:00,9371.676
2018-03-01 12:00:00,13624.624
2018-03-01 15:00:00,15390.402
2018-03-01 18:00:00,14283.988
2018-03-01 21:00:00,15390.692
2018-03-02 00:00:00,7978.7144
2018-03-02 03:00:00,5612.719
2018-03-02 06:00:00,3868.99
2018-03-02 09:00:00,10169.973
2018-03-02 12:00:00,9972.72
2018-03-02 15:00:00,10192.402
2018-03-02 18:00:00,9325.097
2018-03-02 21:00:00,9069.074
2018-03-03 00:00:00,10074.001
2018-03-03 03:00:00,3320.9812
2018-03-03 06:00:00,2656.7346
2018-03-03 09:00:00,4127.9395
2018-03-03 12:00:00,6244.9517
2018-03-03 15:00:00,3626.967
2018-03-03 18:00:00,6002.9688
2018-03-03 21:00:00,4755.8887
2018-03-04 00:00:00,9659.775
2018-03-04 03:00:00,7878.898
2018-03-04 06:00:00,6895.9985
2018-03-04 09:00:00,8269.424
2018-03-04 12:00:00,6162.125
2018-03-04 15:00:00,6096.753
2018-03-04 18:00:00,5609.907
2018-03-04 21:00:00,5777.8994
2018-03-05 00:00:00,8707.927
2018-03-05 03:00:00,3191.2773
2018-03-05 06:00:00,757.94525
2018-03-05 09:00:00,6083.0156
2018-03-05 12:00:00,11573.421
2018-03-05 15:00:00,11431.376
2018-03-05 18:00:00,7935.6123
2018-03-05 21:00:00,9002.864
2018-03-06 00:00:00,10095.534
2018-03-06 03:00:00,9502.395
2018-03-06 06:00:00,5606.3447
2018-03-06 09:00:00,2717.27
2018-03-06 12:00:00,3420.2542
2018-03-06 15:00:00,1462.4673
2018-03-06 18:00:00,5419.038
2018-03-06 21:00:00,4179.6006
2018-03-07 00:00:00,13201.414
2018-03-07 03:00:00,9849.3545
2018-03-07 06:00:00,9673.469
2018-03-07 09:00:00,12641.991
2018-03-07 12:00:00,14055.131
2018-03-07 15:00:00,14299.742
2018-03-07 18:00:00,12943.636
2018-03-07 21:00:00,12463.531
2018-03-08 00:00:00,13613.313
2018-03-08 03:00:00,12639.647
2018-03-08 06:00:00,10955.017
2018-03-08 09:00:00,13574.803
2018-03-08 12:00:00,14309.603
2018-03-08 15:00:00,13624.519
2018-03-08 18:00:00,13873.247
2018-03-08 21:00:00,15649.418
2018-03-09 00:00:00,15928.098
2018-03-09 03:00:00,10747.371
2018-03-09 06:00:00,9048.068
2018-03-09 09:00:00,14013.046
2018-03-09 12:00:00,14458.181
2018-03-09 15:00:00,12085.065
2018-03-09 18:00:00,14245.079
2018-03-09 21:00:00,14943.642
2018-03-10 00:00:00,13393.473
2018-03-10 03:00:00,11092.595
2018-03-10 06:00:00,7637.1753
2018-03-10 09:00:00,12270.544
2018-03-10 12:00:00,10173.254
2018-03-10 15:00:00,11726.095
2018-03-10 18:00:00,11896.69
2018-03-10 21:00:00,9750.661
2018-03-11 00:00:00,10242.362
2018-03-11 03:00:00,4136.031
2018-03-11 06:00:00,4113.926
2018-03-11 09:00:00,3915.4397
2018-03-11 12:00:00,4940.344
2018-03-11 15:00:00,4528.1055
2018-03-11 18:00:00,2590.7476
2018-03-11 21:00:00,7527.257
2018-03-12 00:00:00,13402.585
2018-03-12 03:00:00,10277.914
2018-03-12 06:00:00,8242.803
2018-03-12 09:00:00,16138.547
2018-03-12 12:00:00,17962.088
2018-03-12 15:00:00,16523.992
2018-03-12 18:00:00,17648.295
2018-03-12 21:00:00,16345.55
2018-03-13 00:00:00,12099.6045
2018-03-13 03:00:00,7702.547
2018-03-13 06:00:00,5744.6895
2018-03-13 09:00:00,9324.713
2018-03-13 12:00:00,10005.798
2018-03-13 15:00:00,10159.476
2018-03-13 18:00:00,7393.383
2018-03-13 21:00:00,11483.835
2018-03-14 00:00:00,13346.708
2018-03-14 03:00:00,7232.2114
2018-03-14 06:00:00,6931.861
2018-03-14 09:00:00,9207.079
2018-03-14 12:00:00,9874.871
2018-03-14 15:00:00,7506.598
2018-03-14 18:00:00,6814.643
2018-03-14 21:00:00,7243.346
2018-03-15 00:00:00,8555.096
2018-03-15 03:00:00,710.2895
2018-03-15 06:00:00,-2109.496
2018-03-15 09:00:00,2906.0908
2018-03-15 12:00:00,8209.181
2018-03-15 15:00:00,8963.931
2018-03-15 18:00:00,7395.3345
2018-03-15 21:00:00,8622.866
2018-03-16 00:00:00,9455.654
2018-03-16 03:00:00,3322.7732
2018-03-16 06:00:00,-855.67755
2018-03-16 09:00:00,4587.506
2018-03-16 12:00:00,7453.8525
2018-03-16 15:00:00,3859.6067
2018-03-16 18:00:00,4996.82
2018-03-16 21:00:00,6899.373
2018-03-17 00:00:00,7668.3193
2018-03-17 03:00:00,6490.373
2018-03-17 06:00:00,5144.2183
2018-03-17 09:00:00,3577.2869
2018-03-17 12:00:00,8534.123
2018-03-17 15:00:00,7085.9746
2018-03-17 18:00:00,2747.7026
2018-03-17 21:00:00,9079.651
2018-03-18 00:00:00,5659.5444
2018-03-18 03:00:00,3574.1675
2018-03-18 06:00:00,403.90564
2018-03-18 09:00:00,3310.9656
2018-03-18 12:00:00,338.3661
2018-03-18 15:00:00,-234.3278
2018-03-18 18:00:00,-4347.8115
2018-03-18 21:00:00,655.5018
2018-03-19 00:00:00,10097.126
2018-03-19 03:00:00,5155.494
2018-03-19 06:00:00,4757.5366
2018-03-19 09:00:00,6879.696
2018-03-19 12:00:00,8309.953
2018-03-19 15:00:00,8744.714
2018-03-19 18:00:00,12293.296
2018-03-19 21:00:00,9594.545
2018-03-20 00:00:00,5743.97
2018-03-20 03:00:00,3791.227
2018-03-20 06:00:00,3907.3213
2018-03-20 09:00:00,7707.706
2018-03-20 12:00:00,10383.819
2018-03-20 15:00:00,5488.507
2018-03-20 18:00:00,2408.6858
2018-03-20 21:00:00,5751.744
2018-03-21 00:00:00,9913.954
2018-03-21 03:00:00,2741.918
2018-03-21 06:00:00,-994.7358
2018-03-21 09:00:00,6571.123
2018-03-21 12:00:00,6467.469
2018-03-21 15:00:00,4771.4326
2018-03-21 18:00:00,6906.886
2018-03-21 21:00:00,6862.826
2018-03-22 00:00:00,7390.329
2018-03-22 03:00:00,2893.9907
2018-03-22 06:00:00,2162.704
2018-03-22 09:00:00,6399.3228
2018-03-22 12:00:00,7945.097
2018-03-22 15:00:00,6142.8994
2018-03-22 18:00:00,5481.8525
2018-03-22 21:00:00,9421.03
2018-03-23 00:00:00,10500.498
2018-03-23 03:00:00,7234.0293
2018-03-23 06:00:00,4380.5303
2018-03-23 09:00:00,8757.498
2018-03-23 12:00:00,8065.736
2018-03-23 15:00:00,6682.0015
2018-03-23 18:00:00,7067.395
2018-03-23 21:00:00,4436.456
2018-03-24 00:00:00,11962.503
2018-03-24 03:00:00,558.0011
2018-03-24 06:00:00,1710.8586
2018-03-24 09:00:00,5907.181
2018-03-24 12:00:00,11283.515
2018-03-24 15:00:00,4212.322
2018-03-24 18:00:00,4167.646
2018-03-24 21:00:00,2399.6443
2018-03-25 00:00:00,1366.5276
2018-03-25 03:00:00,178.46667
2018-03-25 06:00:00,1311.8182
2018-03-25 09:00:00,2093.8264
2018-03-25 12:00:00,6212.6113
2018-03-25 15:00:00,4438.224
2018-03-25 18:00:00,657.4555
2018-03-25 21:00:00,7301.521
2018-03-26 00:00:00,8768.93
2018-03-26 03:00:00,3594.064
2018-03-26 06:00:00,5647.2876
2018-03-26 09:00:00,8203.313
2018-03-26 12:00:00,7711.887
2018-03-26 15:00:00,6348.973
2018-03-26 18:00:00,5430.98
2018-03-26 21:00:00,8715.666
2018-03-27 00:00:00,10281.098
2018-03-27 03:00:00,7408.8955
2018-03-27 06:00:00,1378.9059
2018-03-27 09:00:00,6356.352
2018-03-27 12:00:00,13073.175
2018-03-27 15:00:00,9632.231
2018-03-27 18:00:00,6525.2515
2018-03-27 21:00:00,9849.883
2018-03-28 00:00:00,11187.634
2018-03-28 03:00:00,6980.1753
2018-03-28 06:00:00,4699.1196
2018-03-28 09:00:00,11969.904
2018-03-28 12:00:00,10794.033
2018-03-28 15:00:00,6762.719
2018-03-28 18:00:00,5859.4087
2018-03-28 21:00:00,6796.0054
2018-03-29 00:00:00,9598.602
2018-03-29 03:00:00,4987.337
2018-03-29 06:00:00,2766.1914
2018-03-29 09:00:00,9525.574
2018-03-29 12:00:00,10253.955
2018-03-29 15:00:00,5240.166
2018-03-29 18:00:00,6355.8384
2018-03-29 21:00:00,8727.184
2018-03-30 00:00:00,9857.7705
2018-03-30 03:00:00,37.27341
2018-03-30 06:00:00,-766.8394
2018-03-30 09:00:00,6645.1553
2018-03-30 12:00:00,4644.0884
2018-03-30 15:00:00,4370.33
2018-03-30 18:00:00,3927.6892
2018-03-30 21:00:00,7363.8975
2018-03-31 00:00:00,5012.86
2018-03-31 03:00:00,-585.7192
2018-03-31 06:00:00,-368.77502
2018-03-31 09:00:00,447.22745
2018-03-31 12:00:00,1091.9193
2018-03-31 15:00:00,982.783
2018-03-31 18:00:00,-287.4713
2018-03-31 21:00:00,1712.6566
2018-04-01 00:00:00,12780.863
2018-04-01 03:00:00,8295.301
2018-04-01 06:00:00,8334.649
2018-04-01 09:00:00,6810.6274
2018-04-01 12:00:00,15433.124
2018-04-01 15:00:00,14100.002
2018-04-01 18:00:00,11690.7
2018-04-01 21:00:00,14764.161
2018-04-02 00:00:00,10774.15
2018-04-02 03:00:00,6772.3794
2018-04-02 06:00:00,5291.8633
2018-04-02 09:00:00,11400.383
2018-04-02 12:00:00,11951.331
2018-04-02 15:00:00,12170.014
2018-04-02 18:00:00,11224.209
2018-04-02 21:00:00,12754.69
2018-04-03 00:00:00,12819.771
2018-04-03 03:00:00,6754.446
2018-04-03 06:00:00,4368.3857
2018-04-03 09:00:00,8880.837
2018-04-03 12:00:00,8319.213
2018-04-03 15:00:00,7044.0083
2018-04-03 18:00:00,8648.0205
2018-04-03 21:00:00,8035.233
2018-04-04 00:00:00,7751.048
2018-04-04 03:00:00,4166.9224
2018-04-04 06:00:00,3247.1462
2018-04-04 09:00:00,6043.4917
2018-04-04 12:00:00,4867.9834
2018-04-04 15:00:00,8735.999
2018-04-04 18:00:00,7441.9443
2018-04-04 21:00:00,8767.116
2018-04-05 00:00:00,11130.5625
2018-04-05 03:00:00,4106.1323
2018-04-05 06:00:00,3883.5977
2018-04-05 09:00:00,10067.435
2018-04-05 12:00:00,9343.364
2018-04-05 15:00:00,8585.895
2018-04-05 18:00:00,7361.106
2018-04-05 21:00:00,7904.723
2018-04-06 00:00:00,11981.745
2018-04-06 03:00:00,10798.436
2018-04-06 06:00:00,9457.772
2018-04-06 09:00:00,13595.032
2018-04-06 12:00:00,13182.388
2018-04-06 15:00:00,12997.324
2018-04-06 18:00:00,13444.813
