tweetid,sentiment
450710,0.0
192494,1.0
376697,1.0
466375,0.0
600809,1.0
337306,0.0
597597,1.0
282282,0.0
619747,1.0
848426,0.0
468720,0.0
954154,1.0
544640,1.0
192358,0.0
768797,0.0
817583,2.0
864589,1.0
104220,2.0
725297,-1.0
973859,0.0
942269,1.0
145192,0.0
965827,0.0
861437,0.0
296887,2.0
817495,-1.0
273994,0.0
799474,0.0
177872,1.0
532392,0.0
770417,0.0
706812,0.0
193396,0.0
863034,0.0
967152,0.0
948038,2.0
608126,0.0
412897,1.0
970466,0.0
604868,0.0
94532,2.0
820173,1.0
833762,1.0
604371,0.0
961064,2.0
419528,0.0
79982,0.0
564369,1.0
489017,2.0
887262,0.0
402712,1.0
963864,0.0
854765,0.0
331759,1.0
26332,1.0
238943,1.0
431614,0.0
329434,1.0
680680,-1.0
39578,1.0
670432,0.0
371166,0.0
686203,0.0
118985,1.0
263823,0.0
275604,0.0
390449,0.0
553573,1.0
159171,0.0
172630,0.0
867879,0.0
555667,1.0
107607,0.0
671813,0.0
29467,0.0
424298,0.0
247885,0.0
66440,0.0
794065,0.0
383354,0.0
73974,0.0
597362,1.0
873587,1.0
755011,0.0
736998,0.0
117248,1.0
692018,0.0
813376,0.0
834684,0.0
546314,1.0
876985,1.0
207998,0.0
110340,2.0
715656,1.0
88611,0.0
716533,0.0
269830,0.0
661339,0.0
96822,1.0
101833,1.0
548873,0.0
432375,0.0
963943,0.0
105738,0.0
814952,0.0
933283,1.0
476266,1.0
713154,0.0
729178,0.0
739461,1.0
46459,0.0
564711,1.0
9295,0.0
89381,0.0
997108,1.0
434160,0.0
632113,-1.0
349480,0.0
981685,1.0
891296,2.0
795819,1.0
22856,0.0
176472,0.0
760306,0.0
364909,0.0
593804,2.0
307467,1.0
610642,1.0
129662,2.0
569359,1.0
561862,0.0
423167,0.0
840583,0.0
683275,0.0
190548,0.0
958471,1.0
740052,0.0
631040,0.0
976028,1.0
990527,1.0
58802,0.0
406698,0.0
166458,2.0
758638,0.0
864544,0.0
937863,2.0
839640,0.0
43118,1.0
554437,0.0
24114,2.0
594987,1.0
2994,1.0
983985,1.0
738824,0.0
578675,2.0
246789,0.0
459925,1.0
723464,1.0
939557,0.0
962770,1.0
432283,1.0
295172,0.0
354011,1.0
917171,2.0
368282,1.0
799357,1.0
218943,0.0
354686,0.0
180377,1.0
979574,0.0
457365,0.0
855074,2.0
527673,1.0
785117,0.0
973760,0.0
928581,0.0
56229,1.0
489025,0.0
43190,0.0
563462,0.0
972585,2.0
593576,0.0
327139,0.0
615819,0.0
538945,0.0
967095,0.0
993681,1.0
568295,2.0
969003,1.0
644408,0.0
956047,0.0
525657,0.0
56665,2.0
617655,0.0
838447,2.0
931195,0.0
577981,0.0
870874,0.0
480174,2.0
695290,0.0
645362,2.0
475332,0.0
78586,0.0
792010,0.0
600177,0.0
579760,1.0
733217,1.0
130633,0.0
246139,0.0
83570,0.0
233932,0.0
65704,2.0
720328,0.0
182815,0.0
992508,0.0
582996,2.0
712952,2.0
217793,0.0
960416,1.0
387077,0.0
62147,0.0
158157,0.0
16196,1.0
211659,1.0
368185,0.0
681044,0.0
368951,0.0
200078,1.0
947641,0.0
591630,0.0
60500,0.0
257401,1.0
478713,1.0
735450,0.0
633125,1.0
610055,0.0
632978,0.0
365076,0.0
875539,0.0
758419,2.0
709088,1.0
768261,1.0
209509,1.0
127305,0.0
121053,0.0
19558,0.0
801712,1.0
837454,2.0
541857,0.0
11629,2.0
10359,1.0
66175,1.0
23284,0.0
211731,1.0
32828,2.0
300306,0.0
798465,0.0
429350,1.0
96211,0.0
287991,0.0
580986,1.0
782530,0.0
446353,1.0
404665,0.0
971456,0.0
503290,0.0
675704,0.0
225076,0.0
593471,0.0
481167,0.0
161297,2.0
270003,0.0
411180,-1.0
271499,2.0
672109,0.0
602150,1.0
575468,0.0
181408,0.0
161726,0.0
977902,1.0
788232,0.0
725006,1.0
722658,2.0
600224,0.0
793349,1.0
451620,0.0
424135,2.0
88627,0.0
806009,1.0
192064,0.0
685562,0.0
284646,0.0
715307,0.0
883501,1.0
842439,0.0
33587,0.0
730304,0.0
87268,0.0
494947,1.0
557924,0.0
351002,0.0
361958,1.0
624214,1.0
513910,0.0
506543,1.0
778056,0.0
357156,2.0
370081,0.0
880261,1.0
509403,0.0
580774,1.0
837095,1.0
560337,0.0
132783,0.0
304998,0.0
819879,1.0
849455,1.0
346200,0.0
625746,0.0
677462,0.0
107732,0.0
277516,0.0
119700,1.0
219147,1.0
773453,1.0
813113,0.0
121431,1.0
258442,1.0
15784,0.0
491379,1.0
767093,0.0
508244,0.0
711697,0.0
78517,1.0
592053,0.0
723025,0.0
310230,0.0
751878,1.0
617843,0.0
265859,1.0
410288,0.0
708448,2.0
254072,0.0
791956,1.0
515974,0.0
972791,0.0
330960,1.0
126876,0.0
316154,0.0
179087,0.0
586916,-1.0
70846,0.0
752225,0.0
404604,1.0
836527,0.0
678059,1.0
333311,0.0
74980,1.0
477908,0.0
506657,0.0
980875,0.0
805679,1.0
193548,2.0
818493,1.0
625918,1.0
215713,1.0
126166,0.0
709380,-1.0
570628,1.0
898663,0.0
103967,1.0
934788,2.0
327499,0.0
953095,1.0
592527,1.0
488806,2.0
531595,0.0
899135,0.0
661210,2.0
311285,2.0
956537,1.0
536614,0.0
518252,0.0
101697,0.0
136250,0.0
571656,1.0
614530,0.0
506382,1.0
990558,0.0
414640,1.0
757228,1.0
741160,0.0
80801,0.0
14077,0.0
44115,0.0
782491,1.0
141116,1.0
758470,0.0
111565,1.0
108937,0.0
333960,0.0
495632,0.0
855633,1.0
387274,0.0
944823,0.0
676644,0.0
674904,1.0
706197,0.0
751823,0.0
534701,2.0
776680,2.0
856934,0.0
838992,1.0
73072,2.0
592976,1.0
120301,1.0
477557,0.0
331101,0.0
587789,2.0
106773,0.0
714124,0.0
772086,0.0
656418,1.0
372287,0.0
481477,0.0
938734,0.0
922926,0.0
339447,0.0
325978,0.0
42066,0.0
382638,0.0
16052,0.0
450371,2.0
450653,0.0
299753,1.0
643564,2.0
975417,0.0
890333,1.0
759258,1.0
82004,0.0
187640,1.0
790339,0.0
760264,0.0
34404,0.0
387284,1.0
111495,0.0
263613,1.0
811478,2.0
615025,0.0
709431,0.0
815398,0.0
429819,0.0
55201,2.0
918786,0.0
505250,2.0
811168,0.0
616510,0.0
810332,0.0
778191,0.0
644140,0.0
614087,0.0
350693,1.0
224411,1.0
187760,0.0
673695,0.0
624957,0.0
682615,2.0
674916,1.0
404402,0.0
53072,0.0
48112,0.0
785837,0.0
184816,1.0
230210,0.0
915999,0.0
376465,0.0
194186,0.0
106745,2.0
992715,0.0
274295,0.0
841614,1.0
855159,0.0
369248,0.0
400854,0.0
232119,1.0
770087,1.0
61801,0.0
582837,1.0
696188,1.0
710747,1.0
943396,2.0
943553,0.0
957958,0.0
170910,1.0
680524,0.0
565587,0.0
749902,1.0
748072,0.0
937512,0.0
130999,1.0
342929,0.0
406526,0.0
281624,1.0
111021,1.0
898463,0.0
920547,2.0
300268,2.0
6377,2.0
150851,2.0
836682,0.0
975094,1.0
303263,0.0
469044,1.0
826563,0.0
879918,0.0
803773,1.0
535044,2.0
129239,0.0
123544,0.0
955118,1.0
763466,0.0
302824,0.0
970253,1.0
536636,0.0
225644,1.0
901410,2.0
976357,0.0
276425,1.0
698782,1.0
476182,0.0
560795,0.0
734099,2.0
874279,0.0
528799,0.0
844516,1.0
42001,1.0
729333,0.0
910929,2.0
436637,0.0
539943,1.0
158515,0.0
913083,0.0
196246,0.0
312900,0.0
247152,0.0
621919,0.0
72893,1.0
989727,0.0
828411,1.0
231642,1.0
294532,0.0
322655,1.0
238643,0.0
226893,2.0
22945,0.0
667052,1.0
330901,0.0
893735,0.0
844155,1.0
598545,1.0
792602,1.0
81394,0.0
79720,0.0
450891,0.0
689110,0.0
603282,0.0
151774,1.0
427833,1.0
514030,-1.0
450842,0.0
663940,0.0
289537,1.0
93580,1.0
999485,1.0
16012,0.0
602434,0.0
128526,0.0
567878,1.0
311040,-1.0
397558,1.0
659249,0.0
732039,0.0
257083,0.0
653366,1.0
764741,0.0
240417,2.0
941193,0.0
249928,0.0
355194,0.0
466127,0.0
986184,0.0
194736,1.0
193995,2.0
630191,1.0
467505,-1.0
385475,0.0
537515,1.0
689188,0.0
629787,0.0
125791,2.0
873126,0.0
634159,0.0
5824,0.0
626130,1.0
710596,1.0
739055,0.0
584269,1.0
930286,1.0
803604,0.0
902313,0.0
365571,2.0
418391,0.0
260874,0.0
53754,0.0
406691,1.0
958946,1.0
135258,0.0
349414,0.0
988959,0.0
954431,1.0
985836,0.0
698510,2.0
509363,0.0
625498,-1.0
896827,1.0
393734,0.0
326465,0.0
856169,0.0
404748,1.0
330862,0.0
455496,0.0
571982,0.0
298506,0.0
98423,1.0
660483,0.0
219919,-1.0
967026,1.0
640859,0.0
574291,0.0
673739,0.0
490703,0.0
811513,-1.0
357267,2.0
366205,1.0
47116,0.0
41555,0.0
666135,0.0
997640,0.0
381416,0.0
168327,2.0
492253,0.0
422735,0.0
667117,0.0
202823,1.0
10908,1.0
366599,0.0
394665,0.0
734589,2.0
210821,0.0
191243,1.0
435686,0.0
7931,0.0
331666,0.0
998608,2.0
598170,1.0
981822,1.0
349039,0.0
131708,1.0
440962,0.0
719287,0.0
866736,0.0
793383,0.0
486705,1.0
206701,1.0
812095,1.0
813429,0.0
300273,0.0
246003,1.0
357693,1.0
127689,0.0
554542,0.0
713892,0.0
855661,1.0
413022,0.0
204680,0.0
865502,1.0
70808,0.0
542694,0.0
521642,0.0
90760,1.0
599952,0.0
116224,0.0
781730,0.0
222272,0.0
520111,0.0
470642,0.0
241795,0.0
585620,1.0
969978,0.0
800466,0.0
665096,2.0
59084,0.0
813349,0.0
312981,0.0
965523,0.0
921337,1.0
791417,1.0
472174,0.0
514550,2.0
418510,0.0
344814,-1.0
555242,0.0
603943,2.0
996818,0.0
518736,0.0
194144,0.0
548422,0.0
781735,2.0
90786,1.0
3051,0.0
402995,0.0
224269,1.0
891634,1.0
661409,0.0
776823,0.0
773037,1.0
716592,0.0
709740,0.0
230435,1.0
105775,0.0
277235,0.0
323839,0.0
485009,1.0
991522,0.0
421384,0.0
407930,1.0
499185,0.0
634042,1.0
281534,1.0
29564,1.0
777475,0.0
73475,0.0
924278,0.0
945887,1.0
133825,2.0
750622,0.0
340947,0.0
477970,0.0
841038,1.0
331429,0.0
861934,1.0
117689,1.0
231985,2.0
452498,2.0
147151,0.0
402278,0.0
515529,1.0
816064,-1.0
320416,0.0
674363,0.0
45153,0.0
294203,0.0
69149,2.0
892557,2.0
714218,1.0
374533,1.0
799765,1.0
406896,0.0
493645,0.0
77622,1.0
351139,0.0
598383,0.0
437099,2.0
811260,1.0
289021,0.0
411748,0.0
834122,0.0
531633,0.0
138830,1.0
855031,0.0
621398,0.0
591179,0.0
665535,1.0
625048,0.0
395927,1.0
819363,2.0
226513,1.0
230277,1.0
217668,1.0
646356,2.0
585846,0.0
320140,1.0
7769,1.0
128883,1.0
930716,1.0
52091,1.0
865029,1.0
678269,1.0
646896,1.0
151820,0.0
126071,1.0
390635,1.0
846830,0.0
903429,0.0
552575,0.0
51238,1.0
398685,1.0
442076,0.0
245264,0.0
1847,0.0
800950,1.0
236737,1.0
371083,0.0
288557,0.0
645411,0.0
582358,2.0
105065,1.0
105707,1.0
487304,2.0
966654,1.0
367823,1.0
649275,0.0
29185,0.0
172119,2.0
685650,0.0
173254,2.0
287735,1.0
97811,0.0
838235,0.0
254835,1.0
318905,0.0
259043,0.0
381017,0.0
649757,0.0
529954,1.0
663529,1.0
423720,0.0
22777,0.0
766694,0.0
166583,2.0
282634,2.0
353764,1.0
461317,0.0
31680,0.0
998009,2.0
491318,0.0
970330,1.0
476860,1.0
415960,0.0
937064,2.0
935085,0.0
863837,0.0
166987,0.0
65621,-1.0
486600,0.0
389265,0.0
151202,0.0
906908,1.0
98725,2.0
741135,1.0
184479,0.0
364623,-1.0
289083,1.0
101465,0.0
877671,0.0
414975,2.0
819137,-1.0
162715,2.0
889367,0.0
682050,1.0
468148,0.0
276721,1.0
809015,0.0
82904,0.0
629958,0.0
282539,0.0
576641,0.0
721032,0.0
985863,1.0
351847,0.0
102182,1.0
432256,-1.0
810959,0.0
339263,1.0
426325,1.0
634147,0.0
43694,1.0
693219,0.0
840612,0.0
292313,0.0
459823,1.0
458700,0.0
886294,0.0
72399,0.0
838493,0.0
239467,1.0
966716,0.0
88590,1.0
270660,1.0
612857,0.0
481502,1.0
953534,1.0
399293,2.0
325715,0.0
412226,1.0
817566,0.0
610516,0.0
921902,0.0
279576,0.0
164195,0.0
233989,1.0
650411,1.0
531313,1.0
4333,0.0
643985,1.0
556079,0.0
362728,0.0
619584,1.0
498930,1.0
711047,1.0
280183,1.0
710884,0.0
669728,1.0
873903,2.0
133051,2.0
580652,0.0
122184,1.0
297918,1.0
443350,0.0
942345,-1.0
487311,0.0
624290,1.0
462841,0.0
682584,1.0
86801,0.0
614098,1.0
71036,0.0
603798,1.0
539219,0.0
571734,1.0
891254,0.0
16967,1.0
366465,1.0
468888,0.0
755956,1.0
854237,2.0
929586,0.0
972465,0.0
47414,1.0
237511,1.0
473045,0.0
719760,2.0
3380,1.0
915945,0.0
746072,0.0
793658,1.0
718346,0.0
991582,2.0
186975,0.0
544544,2.0
598757,1.0
352182,1.0
799769,1.0
285144,1.0
406272,0.0
92988,1.0
36673,0.0
558989,0.0
261633,-1.0
239960,0.0
938879,2.0
638143,0.0
162574,2.0
78388,0.0
966667,1.0
865944,1.0
972181,1.0
946851,2.0
214800,0.0
728032,1.0
600651,0.0
728584,0.0
706681,0.0
589739,0.0
450581,1.0
47561,0.0
401905,0.0
800981,0.0
589183,0.0
222534,0.0
357670,2.0
923142,0.0
497636,2.0
443455,0.0
730705,1.0
830855,2.0
255556,2.0
961712,0.0
589379,1.0
956735,0.0
216207,1.0
650019,0.0
606200,0.0
753836,0.0
847322,1.0
273226,-1.0
83629,2.0
226734,1.0
788872,0.0
870974,0.0
591870,0.0
568912,1.0
789519,1.0
731488,0.0
244090,1.0
735125,1.0
764484,1.0
646717,0.0
31157,1.0
152232,1.0
414280,0.0
587546,0.0
821756,1.0
373215,0.0
826764,1.0
733307,0.0
596788,0.0
57392,0.0
761256,0.0
586312,1.0
93389,2.0
93917,0.0
73551,1.0
165581,0.0
156791,0.0
823794,1.0
63392,-1.0
182207,1.0
829750,0.0
101290,2.0
639078,0.0
960964,1.0
884242,1.0
333194,0.0
180605,0.0
724302,2.0
464585,0.0
857134,0.0
289751,1.0
746574,0.0
5343,0.0
477522,0.0
446879,1.0
546541,0.0
732463,1.0
380608,1.0
336640,1.0
52477,-1.0
194507,0.0
538733,0.0
622382,0.0
758067,0.0
969245,1.0
6204,0.0
360927,0.0
733862,0.0
254831,0.0
312789,1.0
683632,1.0
698155,1.0
581241,0.0
685887,2.0
495618,2.0
98564,0.0
422534,1.0
378882,0.0
175872,1.0
135908,0.0
840249,1.0
37433,0.0
231996,0.0
573211,0.0
703385,1.0
11101,0.0
819890,1.0
572492,0.0
120502,0.0
146930,0.0
913546,0.0
808868,0.0
383788,0.0
629338,0.0
429250,0.0
327253,1.0
233323,0.0
754966,0.0
5107,0.0
285700,0.0
997597,0.0
605325,1.0
181468,-1.0
921776,1.0
131890,2.0
727491,0.0
407368,2.0
720318,0.0
521215,0.0
699505,0.0
260605,0.0
4496,2.0
162556,0.0
283270,0.0
631070,1.0
343853,1.0
195609,1.0
729294,1.0
342029,1.0
31305,0.0
974349,2.0
827385,0.0
110637,0.0
330981,1.0
716213,0.0
673772,2.0
533976,0.0
467243,0.0
671317,1.0
232183,2.0
489015,0.0
356158,0.0
988748,1.0
240002,2.0
873392,1.0
345670,0.0
356761,0.0
530584,0.0
177001,1.0
525148,1.0
347083,0.0
784269,0.0
420686,0.0
918830,0.0
550616,1.0
696228,0.0
861731,1.0
677852,0.0
591361,1.0
962050,1.0
76649,1.0
832328,0.0
239449,0.0
467995,1.0
467450,1.0
127162,2.0
477381,2.0
58715,2.0
701473,1.0
893061,0.0
335217,0.0
909071,1.0
471885,0.0
164325,1.0
875446,0.0
366749,0.0
625267,0.0
805316,1.0
779520,0.0
967449,-1.0
39093,0.0
306078,0.0
983065,1.0
106475,1.0
380508,0.0
236562,1.0
589848,0.0
741895,1.0
204042,0.0
238985,1.0
468940,0.0
467571,0.0
86934,0.0
650045,0.0
334396,1.0
308397,2.0
435631,1.0
206312,2.0
565453,1.0
250852,1.0
511144,0.0
985030,0.0
5045,1.0
962371,0.0
179695,1.0
571674,1.0
708517,0.0
949891,1.0
451267,0.0
463572,0.0
527910,1.0
446310,0.0
105414,1.0
18138,2.0
653784,1.0
331838,0.0
650762,0.0
826394,1.0
164947,1.0
871573,2.0
737732,0.0
78892,0.0
950200,-1.0
484870,1.0
382863,1.0
155451,0.0
361880,0.0
625561,1.0
675442,0.0
113514,0.0
19397,1.0
718093,1.0
428411,1.0
908602,1.0
595852,0.0
866548,-1.0
516734,0.0
203690,1.0
457889,0.0
42699,1.0
564817,0.0
519244,1.0
634222,1.0
851947,0.0
925224,1.0
776585,0.0
603969,1.0
848121,0.0
745737,1.0
706675,1.0
891427,0.0
311901,1.0
190297,0.0
782363,2.0
44291,1.0
370428,1.0
899174,1.0
144125,2.0
422237,1.0
554582,0.0
242199,1.0
232219,1.0
224076,0.0
945898,1.0
564911,0.0
343688,1.0
371908,1.0
627574,0.0
180485,0.0
249763,1.0
651375,0.0
660951,1.0
657758,0.0
237867,0.0
782819,0.0
791928,2.0
294609,1.0
850390,0.0
396547,0.0
142830,0.0
250983,0.0
443938,2.0
831490,0.0
418267,0.0
860398,0.0
763872,2.0
574726,0.0
142336,1.0
213055,-1.0
455829,1.0
656699,1.0
171902,0.0
350128,0.0
714025,0.0
17420,1.0
44772,0.0
643168,0.0
704610,0.0
820523,1.0
37607,0.0
680087,0.0
509948,1.0
938423,1.0
476346,2.0
617648,0.0
659939,0.0
510346,0.0
106516,1.0
187412,2.0
530662,1.0
969059,1.0
233113,1.0
881485,2.0
396578,2.0
722776,0.0
69263,0.0
783056,0.0
29053,0.0
45878,1.0
845042,1.0
78628,1.0
899274,0.0
485857,1.0
914284,0.0
590949,1.0
286808,0.0
449133,1.0
145375,0.0
769261,1.0
769524,2.0
968896,0.0
313839,0.0
775822,0.0
293312,0.0
495182,2.0
896063,0.0
2325,2.0
795486,2.0
135329,0.0
885345,2.0
703319,1.0
595781,1.0
243128,0.0
589175,0.0
473007,1.0
145261,0.0
942956,0.0
524966,1.0
713766,1.0
440834,0.0
94839,0.0
730063,1.0
120270,1.0
73612,0.0
432813,0.0
317254,0.0
149855,0.0
588233,1.0
860852,0.0
762132,1.0
694699,0.0
357323,0.0
617071,2.0
909332,0.0
460019,1.0
175290,1.0
845224,0.0
77234,0.0
337929,1.0
846396,0.0
515567,1.0
365305,0.0
410068,0.0
123198,0.0
287376,0.0
799250,0.0
744900,1.0
505135,1.0
380314,0.0
272452,0.0
164506,2.0
825234,0.0
959388,2.0
502275,0.0
663775,0.0
515364,1.0
29777,0.0
857998,0.0
930993,0.0
225367,0.0
299046,0.0
54060,0.0
153537,0.0
77959,0.0
238755,1.0
913486,2.0
14443,1.0
604691,1.0
56693,0.0
397430,2.0
292158,1.0
263045,2.0
686702,0.0
111969,0.0
575864,0.0
